Filename,Barking,Howling,Crying,COSmoke,GlassBreaking,Other
public_00001,0.025012202560901642,0.9699362516403198,0.0002574216923676431,4.434647780726664e-05,0.00017191848019137979,0.004577843006700277
public_00002,1.6498330296599306e-05,1.091018202714622e-05,0.0002096235693898052,7.006636224105023e-06,6.186431164678652e-06,0.9997497200965881
public_00003,0.8952007293701172,2.854077152392165e-08,0.10463276505470276,0.00016644879360683262,9.661113864467552e-08,5.148561021961484e-10
public_00004,0.0024060739669948816,0.004945201799273491,6.677323835901916e-05,0.000347728404449299,0.0009582437924109399,0.9912760257720947
public_00005,0.7056856751441956,0.00013738119741901755,0.007306970655918121,0.00996390450745821,0.2769060730934143,2.383530262051181e-09
public_00006,0.001373291015625,0.998624324798584,2.39793143919087e-06,4.715364210206019e-10,5.463640651015567e-10,1.8432142478985725e-09
public_00007,0.0055892313830554485,0.03321025148034096,0.8550220131874084,0.10429520159959793,0.0016710010822862387,0.00021230704442132264
public_00008,5.721853426621237e-07,4.446106149913476e-09,7.629411129528307e-07,0.9999984502792358,2.7553426207305165e-07,4.2893522067544154e-10
public_00009,6.587594469920077e-09,2.1859317134165224e-10,1.0,3.257925262900585e-09,1.226050944796997e-11,1.6670477220870339e-09
public_00010,3.205797780014841e-11,5.637263919555657e-11,4.415290633108526e-10,2.08967329551335e-10,5.049263229750522e-10,1.0
public_00011,1.548861291666981e-05,1.5642353901057504e-05,0.00021109607769176364,0.0003032688982784748,0.00012130218965467066,0.9993332028388977
public_00012,0.9203932881355286,0.078745037317276,4.973939553565287e-07,2.627070330163406e-07,3.7753588344457967e-07,0.0008604354807175696
public_00013,3.109184854022118e-10,0.014031503349542618,0.9859684705734253,2.607143390065403e-10,1.7880983152473995e-11,2.6228370603870177e-12
public_00014,2.111582398356404e-05,7.504962923121639e-06,2.7434841065598903e-09,7.386558991129277e-06,0.01275810319930315,0.9872058629989624
public_00015,3.602888227760559e-07,5.981930826237658e-07,6.119934710113739e-07,1.5886979554124991e-07,2.8302529244683683e-06,0.9999953508377075
public_00016,0.9356871247291565,0.00016944152594078332,2.5653669581515715e-05,4.4061166590836365e-06,2.5211067622876726e-05,0.06408827006816864
public_00017,0.6418409943580627,0.358158677816391,1.6134553249003147e-08,2.9131183576502906e-10,4.87916686220391e-11,3.342814522966364e-07
public_00018,0.5012279748916626,0.01871977187693119,0.2529515027999878,0.005342045798897743,0.001527503365650773,0.22023120522499084
public_00019,7.446076466521845e-08,9.704283002065495e-06,1.6406069391905476e-08,5.157303561986737e-08,4.547135176835582e-06,0.9999855756759644
public_00020,4.226672345453153e-09,9.459806271649995e-10,7.0459918281862155e-12,1.0,3.184871921746435e-09,1.7774211269472318e-10
public_00021,3.1054244118422503e-06,0.009193675592541695,0.9906347393989563,6.982725608395413e-05,5.918554597883485e-05,3.9415655919583514e-05
public_00022,8.434420237790619e-07,0.00720159150660038,0.9925428628921509,0.00022309795895125717,6.945177574380068e-06,2.4596529328846373e-05
public_00023,0.9964834451675415,1.2107942666261806e-06,3.0505371562128403e-09,6.361704549817659e-07,8.554905070923269e-05,0.0034292114432901144
public_00024,1.2836667906412913e-07,1.986476755675158e-16,4.412045936532544e-19,6.01837807021055e-13,0.9999998807907104,1.3390902268230538e-18
public_00025,9.150795108325838e-07,8.24360249680467e-05,2.58074379644313e-07,1.573289587497584e-08,2.083515028061811e-06,0.999914288520813
public_00026,1.1095155059592798e-05,0.9999831914901733,5.578760465141386e-06,4.024613975417424e-09,1.666575322190056e-08,1.2401181948007434e-07
public_00027,6.178025539066434e-12,2.95460812933801e-12,6.442573037557242e-12,1.0,8.22513723797158e-11,1.1026205312290524e-13
public_00028,2.208862781571952e-07,7.409889803966507e-07,3.455262387319635e-08,7.12779435474431e-09,9.438309689357993e-07,0.9999980926513672
public_00029,3.801981802098453e-05,0.40619346499443054,0.0092502785846591,2.274593725815066e-06,0.00013788585783913732,0.5843780636787415
public_00030,3.192606144544367e-18,1.658870186625082e-17,3.360405687501159e-17,1.0,1.5367340985340296e-14,8.953177427751765e-16
public_00031,1.4183109442456043e-07,2.4796034381324716e-07,1.5485539961446193e-08,7.754001529747256e-08,3.258031426867092e-07,0.9999991655349731
public_00032,0.00025751537759788334,0.7040932774543762,6.015126928105019e-05,4.3767172428488266e-06,8.084972796496004e-05,0.2955038845539093
public_00033,1.5278329712486993e-08,5.743894507759251e-05,0.999942421913147,7.995048889597456e-08,2.127246157002105e-09,1.0952073026260223e-08
public_00034,1.7818139895098284e-05,7.522972467199907e-09,1.017545218928717e-05,0.5162714123725891,0.001290756743401289,0.482409805059433
public_00035,0.0006956915021874011,0.927561342716217,0.07174193859100342,1.2141627792061627e-07,5.745149689317941e-09,8.255558441305766e-07
public_00036,0.8082390427589417,0.006583350244909525,4.5688275385202815e-09,4.741837983601727e-06,0.1414477378129959,0.04372516646981239
public_00037,4.7329655217254185e-07,6.196667641233944e-07,2.3591513809151365e-07,2.9162265491322614e-07,6.448162253036571e-07,0.9999977350234985
public_00038,0.019428474828600883,0.00035181245766580105,0.32037338614463806,0.0001610474573681131,0.002476376947015524,0.6572089791297913
