Filename,Barking,Howling,Crying,CO_Smoke,GlassBreaking,Other
public_00001.wav,[0.67035306 0.01614613 0.07697155 0.0259408  0.19836712 0.01222129]
public_00002.wav,[0.12143987 0.00700796 0.50207424 0.00890537 0.3558287  0.00474384]
public_00003.wav,[0.11985486 0.35008082 0.5163314  0.00182789 0.01083762 0.00106749]
public_00004.wav,[0.48556828 0.02701641 0.13689423 0.07305408 0.24022362 0.03724336]
public_00005.wav,[0.00930748 0.11131959 0.843239   0.03153086 0.00314975 0.00145328]
public_00006.wav,"[9.7789809e-02 3.3068758e-05 6.4075938e-03 2.8248021e-04 8.9538056e-01
 1.0648868e-04]"
public_00007.wav,[0.07141405 0.04170319 0.6964499  0.0145439  0.15264659 0.02324231]
public_00008.wav,[0.00673229 0.93553704 0.04706421 0.00843913 0.00109262 0.00113465]
public_00009.wav,"[7.7557312e-03 4.2939433e-03 9.7626251e-01 5.4575718e-04 1.0097506e-02
 1.0445886e-03]"
public_00010.wav,[0.14809024 0.12868634 0.17372851 0.29886588 0.14239907 0.10822986]
public_00011.wav,[0.12199795 0.04045733 0.6720913  0.0427443  0.10390835 0.01880084]
public_00012.wav,[0.8895806  0.00250994 0.01185428 0.00733259 0.0858443  0.00287832]
public_00013.wav,"[2.7944483e-03 1.1081746e-04 9.5615762e-01 4.7033096e-05 4.0838677e-02
 5.1311668e-05]"
public_00014.wav,[0.43575066 0.03099659 0.0484429  0.46519926 0.01504358 0.00456698]
public_00015.wav,[0.6370088  0.01639404 0.04019244 0.08474507 0.19401331 0.02764629]
public_00016.wav,[0.11267146 0.00101975 0.02761828 0.7931637  0.05837751 0.00714921]
public_00017.wav,"[7.58176029e-01 3.34166252e-04 2.36233007e-02 1.04094416e-01
 1.13658883e-01 1.13205788e-04]"
public_00018.wav,[0.8990121  0.00163456 0.00629847 0.00781993 0.08348535 0.00174955]
public_00019.wav,[0.20658031 0.02890338 0.3089642  0.0511549  0.31885597 0.08554125]
public_00020.wav,[0.00643018 0.97512317 0.00923764 0.00485115 0.00180102 0.00255701]
public_00021.wav,[0.01469583 0.00340746 0.6671078  0.00192561 0.30960292 0.00326041]
public_00022.wav,[0.01467707 0.00981374 0.58842105 0.00524719 0.37921566 0.00262532]
public_00023.wav,[0.72856945 0.0166379  0.01627072 0.2106335  0.01672414 0.01116419]
public_00024.wav,"[3.8223874e-03 9.3065291e-06 1.3825403e-06 9.9615049e-01 1.0670915e-05
 5.7357574e-06]"
public_00025.wav,[0.8069043  0.00087025 0.02277592 0.05508367 0.1135124  0.00085345]
public_00026.wav,[0.41122997 0.00509708 0.17111517 0.00277105 0.407412   0.00237472]
public_00027.wav,"[3.4338218e-04 9.9379236e-01 4.9805185e-03 3.7642100e-04 2.1267786e-04
 2.9467561e-04]"
public_00028.wav,[0.10832629 0.08774881 0.4620338  0.14133592 0.09424309 0.10631202]
public_00029.wav,[0.05113434 0.00211854 0.5683322  0.00379083 0.3731936  0.00143045]
public_00030.wav,"[9.8809742e-06 9.9914980e-01 7.3621125e-04 6.5019194e-05 3.0739207e-05
 8.3175846e-06]"
public_00031.wav,[0.68939054 0.0576883  0.0517574  0.103985   0.07823419 0.01894458]
public_00032.wav,[0.59342724 0.01568244 0.16668174 0.01731828 0.19221213 0.0146781 ]
public_00033.wav,[0.01050019 0.00189313 0.38081864 0.00132235 0.60416806 0.00129762]
public_00034.wav,[0.01876817 0.58953923 0.00990613 0.3756109  0.00105263 0.00512288]
public_00035.wav,[0.1822335  0.00058694 0.2846762  0.00103427 0.5304815  0.0009876 ]
public_00036.wav,"[4.5183529e-03 8.0732501e-04 1.4273527e-02 9.7865605e-01 1.4850501e-03
 2.5983079e-04]"
public_00037.wav,[0.34796345 0.03199058 0.06451415 0.27188814 0.16099529 0.12264839]
public_00038.wav,[0.06863452 0.00544032 0.8479762  0.00507624 0.06791163 0.00496098]
public_00039.wav,[0.06590244 0.01363773 0.37193412 0.01140437 0.52801406 0.00910726]
public_00040.wav,[0.11915147 0.01707239 0.80964744 0.0070696  0.04254282 0.00451635]
public_00041.wav,"[1.5618111e-02 8.9640754e-01 6.2658996e-03 7.9283208e-02 7.0296880e-04
 1.7221932e-03]"
public_00042.wav,"[5.4304260e-03 4.1253860e-03 9.6499563e-05 9.8844355e-01 1.2861881e-04
 1.7755835e-03]"
public_00043.wav,[0.11859626 0.00587349 0.00366933 0.8230467  0.02412004 0.02469423]
public_00044.wav,[0.0339187  0.01036244 0.00542278 0.8932953  0.007702   0.04929884]
public_00045.wav,[0.8932755  0.00391036 0.00789484 0.03736359 0.05368224 0.00387344]
public_00046.wav,[0.74173707 0.02910191 0.02614121 0.11063865 0.05563452 0.03674671]
public_00047.wav,[0.04380289 0.63898075 0.26483968 0.02994528 0.01522617 0.0072052 ]
public_00048.wav,"[2.5604067e-02 3.6309386e-04 3.0325195e-01 3.2962373e-04 6.7000663e-01
 4.4461380e-04]"
public_00049.wav,[0.02053951 0.00161738 0.40002105 0.00135967 0.574867   0.00159534]
public_00050.wav,"[4.1507715e-03 9.1148482e-05 1.5280230e-01 7.1709801e-05 8.4263217e-01
 2.5189473e-04]"
public_00051.wav,[0.05149814 0.00426304 0.5956225  0.00151286 0.34379604 0.00330746]
public_00052.wav,[0.04458862 0.7101443  0.20075697 0.02250262 0.01379506 0.00821242]
public_00053.wav,[0.05343525 0.45827958 0.41524076 0.02468736 0.01951844 0.0288386 ]
public_00054.wav,[0.13838953 0.00649705 0.5228555  0.00436036 0.32486513 0.00303234]
public_00055.wav,[0.5857793  0.01208431 0.20527184 0.01858786 0.16123424 0.0170425 ]
public_00056.wav,"[6.5733591e-05 5.6745987e-05 1.2352466e-06 9.9984217e-01 1.5211619e-05
 1.8893021e-05]"
public_00057.wav,[0.1159225  0.15023781 0.295486   0.2325158  0.03825747 0.1675805 ]
public_00058.wav,[0.15695515 0.02222475 0.4698116  0.2027764  0.12951225 0.01871985]
public_00059.wav,"[7.6096151e-03 1.5857872e-01 7.0145804e-01 4.2577012e-04 1.3094448e-01
 9.8336232e-04]"
public_00060.wav,[0.0513856  0.00166608 0.41758314 0.00297661 0.52547336 0.00091517]
public_00061.wav,[0.4031298  0.00470184 0.00730912 0.5260453  0.04406096 0.01475301]
public_00062.wav,[0.3858637  0.00192189 0.06912365 0.01648951 0.52390677 0.0026945 ]
public_00063.wav,[0.53849113 0.00091147 0.08402707 0.00723831 0.36666393 0.00266809]
public_00064.wav,"[5.5419821e-01 2.5395481e-03 1.2909910e-01 3.0829452e-03 3.1056973e-01
 5.1045755e-04]"
public_00065.wav,[0.3162211  0.0337049  0.08556673 0.38884544 0.11377212 0.06188969]
public_00066.wav,"[1.5972128e-02 5.0577323e-04 1.1058236e-01 6.7037012e-04 8.7174487e-01
 5.2445737e-04]"
public_00067.wav,[0.01058499 0.6831239  0.2902337  0.00231445 0.00900629 0.00473675]
public_00068.wav,[0.01696468 0.8431874  0.07884066 0.0173727  0.0151835  0.02845106]
public_00069.wav,[0.12478414 0.00598993 0.54792273 0.00335394 0.31643543 0.00151378]
public_00070.wav,[0.01933073 0.9402887  0.0173552  0.01802041 0.00184516 0.00315988]
public_00071.wav,[0.01075345 0.00150043 0.7036872  0.00113372 0.2822067  0.00071846]
public_00072.wav,[0.01071113 0.20886154 0.7534603  0.0026895  0.01938407 0.00489351]
public_00073.wav,[0.25642166 0.02531211 0.21243663 0.04589848 0.4292653  0.0306658 ]
public_00074.wav,"[4.3170443e-01 2.3660100e-04 2.7381713e-02 1.9511756e-03 5.3794372e-01
 7.8236044e-04]"
